No,Country,Latitude,Longitude,Crop,Year,Kg/ha_yield,average_rain_fall_mm_per_year,pesticides_tonnes,avg_temp
5185,Burundi,-3.3731,29.9189,Yams,1994,5573.4,1274,84.45,21.25
5320,Burundi,-3.3731,29.9189,Yams,2010,6407.9,1274,264.53,21.75
5221,Burundi,-3.3731,29.9189,Yams,1998,5666.8,1274,107.29,21.56
5302,Burundi,-3.3731,29.9189,Yams,2008,5786.9,1274,456.44,21.29
5311,Burundi,-3.3731,29.9189,Yams,2009,5500,1274,177.75,21.42
5275,Burundi,-3.3731,29.9189,Yams,2005,5283.6,1274,304.83,22.29
5176,Burundi,-3.3731,29.9189,Yams,1993,5554.7,1274,96.99,21.17
5257,Burundi,-3.3731,29.9189,Yams,2002,5837.6,1274,98.1,21.45
5212,Burundi,-3.3731,29.9189,Yams,1997,5622.6,1274,117.56,21.51
5338,Burundi,-3.3731,29.9189,Yams,2012,9025.8,1274,98.59,21.44
5248,Burundi,-3.3731,29.9189,Yams,2001,5837.6,1274,72.56,21.24
5284,Burundi,-3.3731,29.9189,Yams,2006,5661.5,1274,190.51,21.83
5239,Burundi,-3.3731,29.9189,Yams,2000,6017.5,1274,109.87,21.32
5266,Burundi,-3.3731,29.9189,Yams,2004,5506.7,1274,508.26,21.71
5377,Cameroon,7.3697,12.3547,Yams,1992,5523.8,1604,1137.56,24.6
5557,Cameroon,7.3697,12.3547,Yams,2011,10135.4,1604,1372.47,25.25
5407,Cameroon,7.3697,12.3547,Yams,1995,7162.5,1604,48.35,25.21
5367,Cameroon,7.3697,12.3547,Yams,1991,5000,1604,99.09,24.99
5577,Cameroon,7.3697,12.3547,Yams,2013,10384.4,1604,1372.47,25.45
5357,Cameroon,7.3697,12.3547,Yams,1990,3931,1604,450.01,25.08
5517,Cameroon,7.3697,12.3547,Yams,2007,12100.2,1604,918.88,25.49
5437,Cameroon,7.3697,12.3547,Yams,1998,7936,1604,258.02,25.66
5497,Cameroon,7.3697,12.3547,Yams,2005,9781.4,1604,829.59,25.36
5547,Cameroon,7.3697,12.3547,Yams,2010,11159,1604,1160.63,25.7
5487,Cameroon,7.3697,12.3547,Yams,2004,7675.2,1604,849.48,25.42
5537,Cameroon,7.3697,12.3547,Yams,2009,12120.5,1604,813.77,25.54
5427,Cameroon,7.3697,12.3547,Yams,1997,7894.7,1604,630.12,24.98
5567,Cameroon,7.3697,12.3547,Yams,2012,11264.3,1604,1372.47,25.18
5397,Cameroon,7.3697,12.3547,Yams,1994,7058.8,1604,411.42,24.93
5527,Cameroon,7.3697,12.3547,Yams,2008,12100,1604,882.13,25.42
5417,Cameroon,7.3697,12.3547,Yams,1996,7500,1604,180.08,25
5507,Cameroon,7.3697,12.3547,Yams,2006,10074.7,1604,950.22,25.39
5447,Cameroon,7.3697,12.3547,Yams,1999,9320.9,1604,653,24.97
5387,Cameroon,7.3697,12.3547,Yams,1993,6000,1604,774.49,24.9
5477,Cameroon,7.3697,12.3547,Yams,2002,7664.3,1604,815.79,25.26
5467,Cameroon,7.3697,12.3547,Yams,2001,9434.5,1604,687,25.01
5457,Cameroon,7.3697,12.3547,Yams,2000,9366.2,1604,545,24.88
6136,Central African Republic,6.6111,20.9394,Yams,1990,6571.4,1342,0.04,25.42
6248,Central African Republic,6.6111,20.9394,Yams,2007,7165,1342,22.87,25.88
6192,Central African Republic,6.6111,20.9394,Yams,1998,6715.1,1342,22.87,25.96
6220,Central African Republic,6.6111,20.9394,Yams,2002,6730.8,1342,22.87,25.44
6213,Central African Republic,6.6111,20.9394,Yams,2001,6758.5,1342,22.87,25.28
6199,Central African Republic,6.6111,20.9394,Yams,1999,6792.5,1342,22.87,25.05
6206,Central African Republic,6.6111,20.9394,Yams,2000,6785.7,1342,22.87,25.4
6255,Central African Republic,6.6111,20.9394,Yams,2008,7383.1,1342,22.87,25.76
6276,Central African Republic,6.6111,20.9394,Yams,2011,7832.6,1342,22.87,25.23
6234,Central African Republic,6.6111,20.9394,Yams,2005,6869.3,1342,22.87,25.92
6157,Central African Republic,6.6111,20.9394,Yams,1993,6705.8,1342,0.25,25.14
6185,Central African Republic,6.6111,20.9394,Yams,1997,6666.7,1342,22.87,25.69
6290,Central African Republic,6.6111,20.9394,Yams,2013,7833.3,1342,22.87,25.69
6283,Central African Republic,6.6111,20.9394,Yams,2012,7931,1342,22.87,25.28
6227,Central African Republic,6.6111,20.9394,Yams,2004,6730.8,1342,22.87,25.67
6150,Central African Republic,6.6111,20.9394,Yams,1992,6842.1,1342,0.04,24.81
6269,Central African Republic,6.6111,20.9394,Yams,2010,7909.1,1342,22.87,26.06
6164,Central African Republic,6.6111,20.9394,Yams,1994,6666.7,1342,2.16,25.39
6171,Central African Republic,6.6111,20.9394,Yams,1995,6666.7,1342,22.87,25.5
6262,Central African Republic,6.6111,20.9394,Yams,2009,7584.4,1342,22.87,26.17
6143,Central African Republic,6.6111,20.9394,Yams,1991,6658.2,1342,0.04,25.45
6178,Central African Republic,6.6111,20.9394,Yams,1996,6603.8,1342,22.87,25.32
6241,Central African Republic,6.6111,20.9394,Yams,2006,6851.9,1342,22.87,25.85
6664,Colombia,4.5709,-74.2973,Yams,1997,10339.9,3240,16005,22.9
6897,Colombia,4.5709,-74.2973,Yams,2011,11124.6,3240,53797,27.18
6898,Colombia,4.5709,-74.2973,Yams,2011,11124.6,3240,53797,22.33
6663,Colombia,4.5709,-74.2973,Yams,1997,10339.9,3240,16005,27.54
6915,Colombia,4.5709,-74.2973,Yams,2012,10975.9,3240,48727.73,27.56
6699,Colombia,4.5709,-74.2973,Yams,1999,10284.3,3240,66088,26.77
6879,Colombia,4.5709,-74.2973,Yams,2010,10887.1,3240,48618.46,27.54
6880,Colombia,4.5709,-74.2973,Yams,2010,10887.1,3240,48618.46,22.68
6718,Colombia,4.5709,-74.2973,Yams,2000,11061.6,3240,75843,22.01
6717,Colombia,4.5709,-74.2973,Yams,2000,11061.6,3240,75843,26.98
6681,Colombia,4.5709,-74.2973,Yams,1998,10783.2,3240,60687,27.67
6700,Colombia,4.5709,-74.2973,Yams,1999,10284.3,3240,66088,21.83
6825,Colombia,4.5709,-74.2973,Yams,2007,10403.8,3240,82439.06,27.45
6826,Colombia,4.5709,-74.2973,Yams,2007,10403.8,3240,82439.06,22.48
6682,Colombia,4.5709,-74.2973,Yams,1998,10783.2,3240,60687,23.07
6556,Colombia,4.5709,-74.2973,Yams,1991,8088.4,3240,16817,22.53
6844,Colombia,4.5709,-74.2973,Yams,2008,10487,3240,48538.97,22.07
6807,Colombia,4.5709,-74.2973,Yams,2006,10560,3240,98328.63,27.51
6808,Colombia,4.5709,-74.2973,Yams,2006,10560,3240,98328.63,22.6
6916,Colombia,4.5709,-74.2973,Yams,2012,10975.9,3240,48727.73,22.58
6555,Colombia,4.5709,-74.2973,Yams,1991,8088.4,3240,16817,27.3
6736,Colombia,4.5709,-74.2973,Yams,2001,11710.2,3240,85515.3,22.5
6843,Colombia,4.5709,-74.2973,Yams,2008,10487,3240,48538.97,27.16
6591,Colombia,4.5709,-74.2973,Yams,1993,12793.5,3240,14961.81,27.42
6735,Colombia,4.5709,-74.2973,Yams,2001,11710.2,3240,85515.3,27.28
6592,Colombia,4.5709,-74.2973,Yams,1993,12793.5,3240,14961.81,22.29
6934,Colombia,4.5709,-74.2973,Yams,2013,10999.2,3240,54563.38,22.85
6609,Colombia,4.5709,-74.2973,Yams,1994,10586,3240,17051.34,27.17
6610,Colombia,4.5709,-74.2973,Yams,1994,10586,3240,17051.34,22.33
6933,Colombia,4.5709,-74.2973,Yams,2013,10999.2,3240,54563.38,27.6
6537,Colombia,4.5709,-74.2973,Yams,1990,6228.7,3240,18058.29,27.22
6538,Colombia,4.5709,-74.2973,Yams,1990,6228.7,3240,18058.29,22.4
6753,Colombia,4.5709,-74.2973,Yams,2002,11368.2,3240,84023.26,27.77
6754,Colombia,4.5709,-74.2973,Yams,2002,11368.2,3240,84023.26,22.73
6862,Colombia,4.5709,-74.2973,Yams,2009,10603.7,3240,51435.13,22.87
6573,Colombia,4.5709,-74.2973,Yams,1992,11459.4,3240,15305.94,27.38
6574,Colombia,4.5709,-74.2973,Yams,1992,11459.4,3240,15305.94,22.67
6861,Colombia,4.5709,-74.2973,Yams,2009,10603.7,3240,51435.13,27.68
6771,Colombia,4.5709,-74.2973,Yams,2004,11705,3240,105514.19,27.3
6646,Colombia,4.5709,-74.2973,Yams,1996,10989.2,3240,18131,22.07
6627,Colombia,4.5709,-74.2973,Yams,1995,11619.8,3240,20156.23,27.3
6628,Colombia,4.5709,-74.2973,Yams,1995,11619.8,3240,20156.23,22.27
6645,Colombia,4.5709,-74.2973,Yams,1996,10989.2,3240,18131,27.12
6789,Colombia,4.5709,-74.2973,Yams,2005,11767.8,3240,117881.45,27.56
6772,Colombia,4.5709,-74.2973,Yams,2004,11705,3240,105514.19,22.63
6790,Colombia,4.5709,-74.2973,Yams,2005,11767.8,3240,117881.45,22.69
7425,Dominican Republic,18.7357,-70.1627,Yams,2011,6713.3,1410,6316.61,26.66
7232,Dominican Republic,18.7357,-70.1627,Yams,1998,6180.2,1410,4375,27.16
7233,Dominican Republic,18.7357,-70.1627,Yams,1998,6180.2,1410,4375,27.14
7121,Dominican Republic,18.7357,-70.1627,Yams,1991,7115.3,1410,4971,26.43
7424,Dominican Republic,18.7357,-70.1627,Yams,2011,6713.3,1410,6316.61,26.79
7360,Dominican Republic,18.7357,-70.1627,Yams,2007,6484.8,1410,5689.8,27.08
7120,Dominican Republic,18.7357,-70.1627,Yams,1991,7115.3,1410,4971,26.57
7440,Dominican Republic,18.7357,-70.1627,Yams,2012,6622.8,1410,6316.61,26.87
7281,Dominican Republic,18.7357,-70.1627,Yams,2001,6277.7,1410,7182,26.8
7376,Dominican Republic,18.7357,-70.1627,Yams,2008,6942.8,1410,5409.43,26.76
7377,Dominican Republic,18.7357,-70.1627,Yams,2008,6942.8,1410,5409.43,26.56
7280,Dominican Republic,18.7357,-70.1627,Yams,2001,6277.7,1410,7182,26.78
7184,Dominican Republic,18.7357,-70.1627,Yams,1995,5345,1410,3449,26.82
7185,Dominican Republic,18.7357,-70.1627,Yams,1995,5345,1410,3449,26.78
7217,Dominican Republic,18.7357,-70.1627,Yams,1997,5108.8,1410,3846,27.01
7441,Dominican Republic,18.7357,-70.1627,Yams,2012,6622.8,1410,6316.61,26.84
7248,Dominican Republic,18.7357,-70.1627,Yams,1999,5955.4,1410,5398,26.66
7345,Dominican Republic,18.7357,-70.1627,Yams,2006,6398.4,1410,4116.45,27.08
7216,Dominican Republic,18.7357,-70.1627,Yams,1997,5108.8,1410,3846,27.18
7104,Dominican Republic,18.7357,-70.1627,Yams,1990,5170.5,1410,4971,26.67
7105,Dominican Republic,18.7357,-70.1627,Yams,1990,5170.5,1410,4971,26.61
7249,Dominican Republic,18.7357,-70.1627,Yams,1999,5955.4,1410,5398,26.62
7361,Dominican Republic,18.7357,-70.1627,Yams,2007,6484.8,1410,5689.8,27.12
7344,Dominican Republic,18.7357,-70.1627,Yams,2006,6398.4,1410,4116.45,27.01
7201,Dominican Republic,18.7357,-70.1627,Yams,1996,5890.4,1410,3493,26.31
7137,Dominican Republic,18.7357,-70.1627,Yams,1992,5462.2,1410,4971,26.4
7152,Dominican Republic,18.7357,-70.1627,Yams,1993,5711.5,1410,4971,26.41
7153,Dominican Republic,18.7357,-70.1627,Yams,1993,5711.5,1410,4971,26.38
7200,Dominican Republic,18.7357,-70.1627,Yams,1996,5890.4,1410,3493,26.29
7264,Dominican Republic,18.7357,-70.1627,Yams,2000,6491.7,1410,5082,26.37
7265,Dominican Republic,18.7357,-70.1627,Yams,2000,6491.7,1410,5082,26.35
7136,Dominican Republic,18.7357,-70.1627,Yams,1992,5462.2,1410,4971,26.45
7408,Dominican Republic,18.7357,-70.1627,Yams,2010,6933.1,1410,6316.61,26.93
7409,Dominican Republic,18.7357,-70.1627,Yams,2010,6933.1,1410,6316.61,27.01
7392,Dominican Republic,18.7357,-70.1627,Yams,2009,7017.1,1410,5975.25,26.91
7393,Dominican Republic,18.7357,-70.1627,Yams,2009,7017.1,1410,5975.25,26.88
7456,Dominican Republic,18.7357,-70.1627,Yams,2013,6343.2,1410,6316.61,26.51
7457,Dominican Republic,18.7357,-70.1627,Yams,2013,6343.2,1410,6316.61,26.88
7328,Dominican Republic,18.7357,-70.1627,Yams,2005,5633.7,1410,3515.56,27.03
7329,Dominican Republic,18.7357,-70.1627,Yams,2005,5633.7,1410,3515.56,26.9
7296,Dominican Republic,18.7357,-70.1627,Yams,2002,6740,1410,4018.07,27.08
7168,Dominican Republic,18.7357,-70.1627,Yams,1994,4863.2,1410,4971,26.78
7169,Dominican Republic,18.7357,-70.1627,Yams,1994,4863.2,1410,4971,26.64
7313,Dominican Republic,18.7357,-70.1627,Yams,2004,6457.7,1410,3713.96,26.71
7312,Dominican Republic,18.7357,-70.1627,Yams,2004,6457.7,1410,3713.96,26.83
7297,Dominican Republic,18.7357,-70.1627,Yams,2002,6740,1410,4018.07,27.05
9301,Ghana,7.9465,-1.0232,Yams,2011,15590.6,1187,378.97,27.11
9308,Ghana,7.9465,-1.0232,Yams,2012,15571.7,1187,378.97,26.86
9166,Ghana,7.9465,-1.0232,Yams,1990,7345.1,1187,65.8,26.73
9280,Ghana,7.9465,-1.0232,Yams,2008,14083.1,1187,350.83,26.98
9238,Ghana,7.9465,-1.0232,Yams,2001,12341.4,1187,82,26.76
9178,Ghana,7.9465,-1.0232,Yams,1992,10403.4,1187,65.8,26.47
9273,Ghana,7.9465,-1.0232,Yams,2007,13523.3,1187,119.86,27.16
9210,Ghana,7.9465,-1.0232,Yams,1997,12849,1187,502,26.58
9245,Ghana,7.9465,-1.0232,Yams,2002,12999.6,1187,89.88,26.92
9266,Ghana,7.9465,-1.0232,Yams,2006,13193.8,1187,771.58,27.1
9172,Ghana,7.9465,-1.0232,Yams,1991,11579,1187,65.8,26.6
9184,Ghana,7.9465,-1.0232,Yams,1993,13160.6,1187,65.8,26.67
9224,Ghana,7.9465,-1.0232,Yams,1999,13387.1,1187,114.13,26.74
9196,Ghana,7.9465,-1.0232,Yams,1995,12071,1187,65.8,26.87
9203,Ghana,7.9465,-1.0232,Yams,1996,12779.3,1187,1575.5,26.61
9231,Ghana,7.9465,-1.0232,Yams,2000,12884.7,1187,81.63,26.83
9217,Ghana,7.9465,-1.0232,Yams,1998,12814.8,1187,297.78,27.28
9287,Ghana,7.9465,-1.0232,Yams,2009,15255.5,1187,378.97,27.14
9294,Ghana,7.9465,-1.0232,Yams,2010,15484.1,1187,378.97,27.57
9252,Ghana,7.9465,-1.0232,Yams,2004,12522,1187,134.25,27.02
9315,Ghana,7.9465,-1.0232,Yams,2013,16782,1187,378.97,27.24
9259,Ghana,7.9465,-1.0232,Yams,2005,10807.2,1187,166.16,27.06
9190,Ghana,7.9465,-1.0232,Yams,1994,11025.6,1187,65.8,26.62
9771,Guinea,9.9456,-9.6966,Yams,2002,12028.9,1651,278.77,27.53
9750,Guinea,9.9456,-9.6966,Yams,1999,11282.2,1651,205.71,27.12
9803,Guinea,9.9456,-9.6966,Yams,2007,11133,1651,400.55,27.28
9687,Guinea,9.9456,-9.6966,Yams,1990,10000,1651,80,27.08
9795,Guinea,9.9456,-9.6966,Yams,2006,11844.1,1651,376.19,27.2
9694,Guinea,9.9456,-9.6966,Yams,1991,10000,1651,80,27.22
9835,Guinea,9.9456,-9.6966,Yams,2011,11122.1,1651,663.23,27.51
9736,Guinea,9.9456,-9.6966,Yams,1997,11176.5,1651,157,27.3
9729,Guinea,9.9456,-9.6966,Yams,1996,11119.8,1651,157,27.33
9743,Guinea,9.9456,-9.6966,Yams,1998,11818,1651,181.35,27.63
9811,Guinea,9.9456,-9.6966,Yams,2008,9116.7,1651,424.9,27.61
9787,Guinea,9.9456,-9.6966,Yams,2005,11384.3,1651,351.84,27.66
9708,Guinea,9.9456,-9.6966,Yams,1993,10837.6,1651,21,27.25
9851,Guinea,9.9456,-9.6966,Yams,2013,11372.2,1651,877.19,27.29
9757,Guinea,9.9456,-9.6966,Yams,2000,11319.7,1651,230.06,27.12
9764,Guinea,9.9456,-9.6966,Yams,2001,11348.5,1651,254.42,27.36
9843,Guinea,9.9456,-9.6966,Yams,2012,11159.4,1651,770.21,27.28
9779,Guinea,9.9456,-9.6966,Yams,2004,11416.2,1651,327.49,27.56
9827,Guinea,9.9456,-9.6966,Yams,2010,10924,1651,556.24,27.8
9701,Guinea,9.9456,-9.6966,Yams,1992,9733.3,1651,80,27.02
9819,Guinea,9.9456,-9.6966,Yams,2009,13314.1,1651,449.26,27.37
9722,Guinea,9.9456,-9.6966,Yams,1995,11875,1651,153,27.23
9715,Guinea,9.9456,-9.6966,Yams,1994,12000,1651,39,27.03
9939,Guyana,4.8604,-58.9302,Yams,2007,9615.4,2387,246.5,27.3
9885,Guyana,4.8604,-58.9302,Yams,1997,9615.4,2387,289.9,27.25
9963,Guyana,4.8604,-58.9302,Yams,2011,5733.3,2387,400.76,27.43
9933,Guyana,4.8604,-58.9302,Yams,2006,9285.7,2387,343.12,27.49
9945,Guyana,4.8604,-58.9302,Yams,2008,12337.7,2387,234.27,27.31
9927,Guyana,4.8604,-58.9302,Yams,2005,9375,2387,270.78,27.71
9969,Guyana,4.8604,-58.9302,Yams,2012,5860,2387,427.73,27.42
9897,Guyana,4.8604,-58.9302,Yams,1999,9333.3,2387,289.9,27.16
9903,Guyana,4.8604,-58.9302,Yams,2000,9510,2387,289.9,27.05
9891,Guyana,4.8604,-58.9302,Yams,1998,8377.2,2387,289.9,27.71
9975,Guyana,4.8604,-58.9302,Yams,2013,5506.7,2387,358.72,27.3
9915,Guyana,4.8604,-58.9302,Yams,2002,9615.4,2387,289.9,27.17
9957,Guyana,4.8604,-58.9302,Yams,2010,12376,2387,211.83,27.87
9909,Guyana,4.8604,-58.9302,Yams,2001,9551.2,2387,289.9,27.27
9951,Guyana,4.8604,-58.9302,Yams,2009,12213.9,2387,264.47,27.67
9921,Guyana,4.8604,-58.9302,Yams,2004,9444.4,2387,289.9,27.45
10055,Haiti,18.9712,-72.2852,Yams,1999,5416.7,1440,26.32,27.01
10103,Haiti,18.9712,-72.2852,Yams,2006,5980.3,1440,27.85,27.41
10111,Haiti,18.9712,-72.2852,Yams,2007,5476.2,1440,27.85,27.47
10047,Haiti,18.9712,-72.2852,Yams,1998,5480.2,1440,23.78,27.57
10071,Haiti,18.9712,-72.2852,Yams,2001,5628.6,1440,27.85,27.21
10151,Haiti,18.9712,-72.2852,Yams,2012,7936.3,1440,27.85,27.2
9991,Haiti,18.9712,-72.2852,Yams,1991,5277.8,1440,18.86,27.01
10039,Haiti,18.9712,-72.2852,Yams,1997,5000,1440,16.35,27.74
10119,Haiti,18.9712,-72.2852,Yams,2008,5465.1,1440,27.85,27.08
10143,Haiti,18.9712,-72.2852,Yams,2011,7454,1440,27.85,27.1
10079,Haiti,18.9712,-72.2852,Yams,2002,5667.7,1440,27.85,27.42
10031,Haiti,18.9712,-72.2852,Yams,1996,5000,1440,14.44,26.85
10095,Haiti,18.9712,-72.2852,Yams,2005,5500,1440,27.85,27.35
10015,Haiti,18.9712,-72.2852,Yams,1994,5000,1440,8.58,27.28
10063,Haiti,18.9712,-72.2852,Yams,2000,5420.1,1440,27.85,26.76
10023,Haiti,18.9712,-72.2852,Yams,1995,5000,1440,12.32,27.3
9983,Haiti,18.9712,-72.2852,Yams,1990,5000,1440,17.14,27.11
10127,Haiti,18.9712,-72.2852,Yams,2009,6422,1440,27.85,27.35
10159,Haiti,18.9712,-72.2852,Yams,2013,11056,1440,27.85,27.2
9999,Haiti,18.9712,-72.2852,Yams,1992,5489.5,1440,11.52,26.81
10007,Haiti,18.9712,-72.2852,Yams,1993,5555.6,1440,6.96,26.78
10135,Haiti,18.9712,-72.2852,Yams,2010,6994.8,1440,27.85,27.19
10087,Haiti,18.9712,-72.2852,Yams,2004,5497.2,1440,27.85,27.37
16035,Jamaica,18.1096,-77.2975,Yams,1991,13372.4,2051,1415.65,27.24
16070,Jamaica,18.1096,-77.2975,Yams,1996,16903.8,2051,1573.58,26.98
16126,Jamaica,18.1096,-77.2975,Yams,2005,15092.8,2051,909.71,27.34
16182,Jamaica,18.1096,-77.2975,Yams,2013,16547.6,2051,909.71,27.41
16168,Jamaica,18.1096,-77.2975,Yams,2011,16174.5,2051,909.71,27.17
16063,Jamaica,18.1096,-77.2975,Yams,1995,16803.3,2051,1445.12,27.4
16084,Jamaica,18.1096,-77.2975,Yams,1998,15970.5,2051,909.71,27.8
16056,Jamaica,18.1096,-77.2975,Yams,1994,16083.1,2051,1415.65,27.48
16161,Jamaica,18.1096,-77.2975,Yams,2010,16810.2,2051,909.71,27.09
16098,Jamaica,18.1096,-77.2975,Yams,2000,15499.4,2051,909.71,26.96
16140,Jamaica,18.1096,-77.2975,Yams,2007,15635.7,2051,909.71,27.61
16077,Jamaica,18.1096,-77.2975,Yams,1997,15813.6,2051,909.71,27.8
16105,Jamaica,18.1096,-77.2975,Yams,2001,16467.1,2051,909.71,27.27
16091,Jamaica,18.1096,-77.2975,Yams,1999,16377,2051,909.71,27.12
16119,Jamaica,18.1096,-77.2975,Yams,2004,15901.8,2051,909.71,27.47
16133,Jamaica,18.1096,-77.2975,Yams,2006,16553.2,2051,909.71,27.58
16154,Jamaica,18.1096,-77.2975,Yams,2009,16720.3,2051,909.71,27.42
16042,Jamaica,18.1096,-77.2975,Yams,1992,15334.1,2051,1415.65,27.25
16112,Jamaica,18.1096,-77.2975,Yams,2002,16481.5,2051,909.71,27.51
16175,Jamaica,18.1096,-77.2975,Yams,2012,17104.2,2051,909.71,27.51
16049,Jamaica,18.1096,-77.2975,Yams,1993,16057.3,2051,1415.65,27.02
16147,Jamaica,18.1096,-77.2975,Yams,2008,15337.2,2051,909.71,27.17
16028,Jamaica,18.1096,-77.2975,Yams,1990,13074.9,2051,1415.65,27.28
16391,Japan,36.2048,138.2529,Yams,1994,20841,1668,79821.18,16.07
16392,Japan,36.2048,138.2529,Yams,1994,20841,1668,79821.18,13.78
16388,Japan,36.2048,138.2529,Yams,1994,20841,1668,79821.18,13.78
16387,Japan,36.2048,138.2529,Yams,1994,20841,1668,79821.18,16.33
16389,Japan,36.2048,138.2529,Yams,1994,20841,1668,79821.18,16.41
16390,Japan,36.2048,138.2529,Yams,1994,20841,1668,79821.18,16.06
17017,Japan,36.2048,138.2529,Yams,2010,22696.3,1668,55576,16.12
16432,Japan,36.2048,138.2529,Yams,1995,19770.4,1668,79821.18,14.83
16433,Japan,36.2048,138.2529,Yams,1995,19770.4,1668,79821.18,14.97
16434,Japan,36.2048,138.2529,Yams,1995,19770.4,1668,79821.18,12.98
16723,Japan,36.2048,138.2529,Yams,2002,20624.3,1668,70262.54,16.09
16724,Japan,36.2048,138.2529,Yams,2002,20624.3,1668,70262.54,13.42
16725,Japan,36.2048,138.2529,Yams,2002,20624.3,1668,70262.54,16
16726,Japan,36.2048,138.2529,Yams,2002,20624.3,1668,70262.54,15.71
16727,Japan,36.2048,138.2529,Yams,2002,20624.3,1668,70262.54,15.73
16728,Japan,36.2048,138.2529,Yams,2002,20624.3,1668,70262.54,13.42
16513,Japan,36.2048,138.2529,Yams,1997,20984,1668,79821.18,15.76
