No,Country,Latitude,Longitude,Crop,Year,Kg/ha_yield,average_rain_fall_mm_per_year,pesticides_tonnes,avg_temp
16514,Japan,36.2048,138.2529,Yams,1997,20984,1668,79821.18,13.43
16515,Japan,36.2048,138.2529,Yams,1997,20984,1668,79821.18,15.89
16516,Japan,36.2048,138.2529,Yams,1997,20984,1668,79821.18,15.37
16517,Japan,36.2048,138.2529,Yams,1997,20984,1668,79821.18,15.39
16518,Japan,36.2048,138.2529,Yams,1997,20984,1668,79821.18,13.43
16597,Japan,36.2048,138.2529,Yams,1999,21745.5,1668,79821.18,15.93
16598,Japan,36.2048,138.2529,Yams,1999,21745.5,1668,79821.18,13.78
16599,Japan,36.2048,138.2529,Yams,1999,21745.5,1668,79821.18,15.93
16600,Japan,36.2048,138.2529,Yams,1999,21745.5,1668,79821.18,15.66
16601,Japan,36.2048,138.2529,Yams,1999,21745.5,1668,79821.18,15.79
16602,Japan,36.2048,138.2529,Yams,1999,21745.5,1668,79821.18,13.78
16303,Japan,36.2048,138.2529,Yams,1992,18826.9,1668,79821.18,15.63
16304,Japan,36.2048,138.2529,Yams,1992,18826.9,1668,79821.18,12.94
16305,Japan,36.2048,138.2529,Yams,1992,18826.9,1668,79821.18,15.68
16306,Japan,36.2048,138.2529,Yams,1992,18826.9,1668,79821.18,15.21
16307,Japan,36.2048,138.2529,Yams,1992,18826.9,1668,79821.18,15.26
16308,Japan,36.2048,138.2529,Yams,1992,18826.9,1668,79821.18,12.94
16429,Japan,36.2048,138.2529,Yams,1995,19770.4,1668,79821.18,15.25
16430,Japan,36.2048,138.2529,Yams,1995,19770.4,1668,79821.18,12.98
16431,Japan,36.2048,138.2529,Yams,1995,19770.4,1668,79821.18,15.32
16557,Japan,36.2048,138.2529,Yams,1998,20078.6,1668,79821.18,16.74
16558,Japan,36.2048,138.2529,Yams,1998,20078.6,1668,79821.18,16.39
16559,Japan,36.2048,138.2529,Yams,1998,20078.6,1668,79821.18,16.45
16560,Japan,36.2048,138.2529,Yams,1998,20078.6,1668,79821.18,13.74
16891,Japan,36.2048,138.2529,Yams,2007,23078.8,1668,61164.07,16.53
16892,Japan,36.2048,138.2529,Yams,2007,23078.8,1668,61164.07,13.68
16893,Japan,36.2048,138.2529,Yams,2007,23078.8,1668,61164.07,16.55
16894,Japan,36.2048,138.2529,Yams,2007,23078.8,1668,61164.07,16.03
16895,Japan,36.2048,138.2529,Yams,2007,23078.8,1668,61164.07,15.94
16896,Japan,36.2048,138.2529,Yams,2007,23078.8,1668,61164.07,13.68
16345,Japan,36.2048,138.2529,Yams,1993,15799.8,1668,79821.18,14.93
16346,Japan,36.2048,138.2529,Yams,1993,15799.8,1668,79821.18,12.49
16347,Japan,36.2048,138.2529,Yams,1993,15799.8,1668,79821.18,14.99
16348,Japan,36.2048,138.2529,Yams,1993,15799.8,1668,79821.18,14.68
16349,Japan,36.2048,138.2529,Yams,1993,15799.8,1668,79821.18,14.72
16350,Japan,36.2048,138.2529,Yams,1993,15799.8,1668,79821.18,12.49
17018,Japan,36.2048,138.2529,Yams,2010,22696.3,1668,55576,13.82
17019,Japan,36.2048,138.2529,Yams,2010,22696.3,1668,55576,16.01
17020,Japan,36.2048,138.2529,Yams,2010,22696.3,1668,55576,15.8
17021,Japan,36.2048,138.2529,Yams,2010,22696.3,1668,55576,15.87
17022,Japan,36.2048,138.2529,Yams,2010,22696.3,1668,55576,13.82
16471,Japan,36.2048,138.2529,Yams,1996,19451.4,1668,79821.18,15.2
16472,Japan,36.2048,138.2529,Yams,1996,19451.4,1668,79821.18,12.61
16473,Japan,36.2048,138.2529,Yams,1996,19451.4,1668,79821.18,15.32
16474,Japan,36.2048,138.2529,Yams,1996,19451.4,1668,79821.18,14.79
16475,Japan,36.2048,138.2529,Yams,1996,19451.4,1668,79821.18,14.8
16476,Japan,36.2048,138.2529,Yams,1996,19451.4,1668,79821.18,12.61
16765,Japan,36.2048,138.2529,Yams,2004,22905.1,1668,64688.88,16.56
16766,Japan,36.2048,138.2529,Yams,2004,22905.1,1668,64688.88,14.05
16849,Japan,36.2048,138.2529,Yams,2006,22505.9,1668,65248.26,15.87
16850,Japan,36.2048,138.2529,Yams,2006,22505.9,1668,65248.26,13.28
16851,Japan,36.2048,138.2529,Yams,2006,22505.9,1668,65248.26,15.92
16852,Japan,36.2048,138.2529,Yams,2006,22505.9,1668,65248.26,15.43
16853,Japan,36.2048,138.2529,Yams,2006,22505.9,1668,65248.26,15.45
16854,Japan,36.2048,138.2529,Yams,2006,22505.9,1668,65248.26,13.28
17059,Japan,36.2048,138.2529,Yams,2011,22090.5,1668,51796.3,15.71
17060,Japan,36.2048,138.2529,Yams,2011,22090.5,1668,51796.3,13.32
17061,Japan,36.2048,138.2529,Yams,2011,22090.5,1668,51796.3,15.62
17062,Japan,36.2048,138.2529,Yams,2011,22090.5,1668,51796.3,15.38
17063,Japan,36.2048,138.2529,Yams,2011,22090.5,1668,51796.3,15.43
17064,Japan,36.2048,138.2529,Yams,2011,22090.5,1668,51796.3,13.32
16639,Japan,36.2048,138.2529,Yams,2000,22657.7,1668,79821.18,15.92
16640,Japan,36.2048,138.2529,Yams,2000,22657.7,1668,79821.18,13.5
16641,Japan,36.2048,138.2529,Yams,2000,22657.7,1668,79821.18,15.95
16642,Japan,36.2048,138.2529,Yams,2000,22657.7,1668,79821.18,15.58
16643,Japan,36.2048,138.2529,Yams,2000,22657.7,1668,79821.18,15.67
16644,Japan,36.2048,138.2529,Yams,2000,22657.7,1668,79821.18,13.5
17101,Japan,36.2048,138.2529,Yams,2012,22205.9,1668,54716.4,15.53
17102,Japan,36.2048,138.2529,Yams,2012,22205.9,1668,54716.4,13.11
17103,Japan,36.2048,138.2529,Yams,2012,22205.9,1668,54716.4,15.54
17104,Japan,36.2048,138.2529,Yams,2012,22205.9,1668,54716.4,15.14
17105,Japan,36.2048,138.2529,Yams,2012,22205.9,1668,54716.4,15.21
17106,Japan,36.2048,138.2529,Yams,2012,22205.9,1668,54716.4,13.11
16935,Japan,36.2048,138.2529,Yams,2008,22509.3,1668,58750,15.98
16936,Japan,36.2048,138.2529,Yams,2008,22509.3,1668,58750,15.55
16937,Japan,36.2048,138.2529,Yams,2008,22509.3,1668,58750,15.57
16938,Japan,36.2048,138.2529,Yams,2008,22509.3,1668,58750,13.31
16767,Japan,36.2048,138.2529,Yams,2004,22905.1,1668,64688.88,16.54
16768,Japan,36.2048,138.2529,Yams,2004,22905.1,1668,64688.88,16.19
16769,Japan,36.2048,138.2529,Yams,2004,22905.1,1668,64688.88,16.33
16770,Japan,36.2048,138.2529,Yams,2004,22905.1,1668,64688.88,14.05
16264,Japan,36.2048,138.2529,Yams,1991,19220.4,1668,79821.18,15.38
16221,Japan,36.2048,138.2529,Yams,1990,21080.8,1668,79821.18,16.46
16555,Japan,36.2048,138.2529,Yams,1998,20078.6,1668,79821.18,16.72
16556,Japan,36.2048,138.2529,Yams,1998,20078.6,1668,79821.18,13.74
17144,Japan,36.2048,138.2529,Yams,2013,21741.5,1668,52794.3,13.91
16219,Japan,36.2048,138.2529,Yams,1990,21080.8,1668,79821.18,16.4
16220,Japan,36.2048,138.2529,Yams,1990,21080.8,1668,79821.18,14.14
16933,Japan,36.2048,138.2529,Yams,2008,22509.3,1668,58750,15.96
16934,Japan,36.2048,138.2529,Yams,2008,22509.3,1668,58750,13.31
16686,Japan,36.2048,138.2529,Yams,2001,20798.2,1668,78735.45,13.13
17143,Japan,36.2048,138.2529,Yams,2013,21741.5,1668,52794.3,16.54
17145,Japan,36.2048,138.2529,Yams,2013,21741.5,1668,52794.3,16.3
16266,Japan,36.2048,138.2529,Yams,1991,19220.4,1668,79821.18,13.32
16980,Japan,36.2048,138.2529,Yams,2009,21151.9,1668,60970.8,13.55
16261,Japan,36.2048,138.2529,Yams,1991,19220.4,1668,79821.18,15.6
16262,Japan,36.2048,138.2529,Yams,1991,19220.4,1668,79821.18,13.32
16263,Japan,36.2048,138.2529,Yams,1991,19220.4,1668,79821.18,15.43
16265,Japan,36.2048,138.2529,Yams,1991,19220.4,1668,79821.18,15.49
16979,Japan,36.2048,138.2529,Yams,2009,21151.9,1668,60970.8,15.67
17146,Japan,36.2048,138.2529,Yams,2013,21741.5,1668,52794.3,16
17147,Japan,36.2048,138.2529,Yams,2013,21741.5,1668,52794.3,16.02
16683,Japan,36.2048,138.2529,Yams,2001,20798.2,1668,78735.45,15.97
16684,Japan,36.2048,138.2529,Yams,2001,20798.2,1668,78735.45,15.4
16685,Japan,36.2048,138.2529,Yams,2001,20798.2,1668,78735.45,15.47
16977,Japan,36.2048,138.2529,Yams,2009,21151.9,1668,60970.8,16.02
16682,Japan,36.2048,138.2529,Yams,2001,20798.2,1668,78735.45,13.13
16978,Japan,36.2048,138.2529,Yams,2009,21151.9,1668,60970.8,15.61
16681,Japan,36.2048,138.2529,Yams,2001,20798.2,1668,78735.45,15.86
16223,Japan,36.2048,138.2529,Yams,1990,21080.8,1668,79821.18,16.17
16975,Japan,36.2048,138.2529,Yams,2009,21151.9,1668,60970.8,15.93
16976,Japan,36.2048,138.2529,Yams,2009,21151.9,1668,60970.8,13.55
17148,Japan,36.2048,138.2529,Yams,2013,21741.5,1668,52794.3,13.91
16807,Japan,36.2048,138.2529,Yams,2005,23325.7,1668,63829.77,15.75
16222,Japan,36.2048,138.2529,Yams,1990,21080.8,1668,79821.18,16.12
16224,Japan,36.2048,138.2529,Yams,1990,21080.8,1668,79821.18,14.14
16810,Japan,36.2048,138.2529,Yams,2005,23325.7,1668,63829.77,15.36
16808,Japan,36.2048,138.2529,Yams,2005,23325.7,1668,63829.77,12.99
16812,Japan,36.2048,138.2529,Yams,2005,23325.7,1668,63829.77,12.99
16809,Japan,36.2048,138.2529,Yams,2005,23325.7,1668,63829.77,15.75
16811,Japan,36.2048,138.2529,Yams,2005,23325.7,1668,63829.77,15.36
17610,Kenya,-1.2921,36.8219,Yams,2011,9115.4,630,1578,16.9
17620,Kenya,-1.2921,36.8219,Yams,2012,11605.3,630,1578,16.84
17520,Kenya,-1.2921,36.8219,Yams,2001,7898,630,1578,16.1
17580,Kenya,-1.2921,36.8219,Yams,2008,7587.4,630,1578,16.66
17570,Kenya,-1.2921,36.8219,Yams,2007,7464.9,630,1578,16.6
17470,Kenya,-1.2921,36.8219,Yams,1996,5974.8,630,6344,16.44
17480,Kenya,-1.2921,36.8219,Yams,1997,5717.9,630,5172,16.77
17430,Kenya,-1.2921,36.8219,Yams,1992,7470.7,630,3469,16.34
17530,Kenya,-1.2921,36.8219,Yams,2002,5488.6,630,1578,16.61
17600,Kenya,-1.2921,36.8219,Yams,2010,6564.5,630,1578,16.82
17410,Kenya,-1.2921,36.8219,Yams,1990,8835.6,630,3469,15.94
17510,Kenya,-1.2921,36.8219,Yams,2000,5564.1,630,1998,16.73
17560,Kenya,-1.2921,36.8219,Yams,2006,9502.4,630,1578,16.92
17590,Kenya,-1.2921,36.8219,Yams,2009,4517,630,1578,17.3
17450,Kenya,-1.2921,36.8219,Yams,1994,7400,630,3469,16.58
17630,Kenya,-1.2921,36.8219,Yams,2013,13596.2,630,1578,16.91
17500,Kenya,-1.2921,36.8219,Yams,1999,9231.8,630,3056,16.7
17440,Kenya,-1.2921,36.8219,Yams,1993,6748.7,630,3469,16.36
17550,Kenya,-1.2921,36.8219,Yams,2005,8668.3,630,1578,17.28
17460,Kenya,-1.2921,36.8219,Yams,1995,6983.2,630,4607,16.52
17420,Kenya,-1.2921,36.8219,Yams,1991,8000,630,3469,16.26
17490,Kenya,-1.2921,36.8219,Yams,1998,4892.6,630,4114,16.53
17540,Kenya,-1.2921,36.8219,Yams,2004,8352.5,630,1578,16.92
18595,Mali,17.5707,-3.9962,Yams,1999,12235.6,282,19.82,27.26
18577,Mali,17.5707,-3.9962,Yams,1997,3500,282,24.28,27.38
18550,Mali,17.5707,-3.9962,Yams,1994,4210.4,282,30.96,27.05
18703,Mali,17.5707,-3.9962,Yams,2012,21179.4,282,1.52,27.39
18685,Mali,17.5707,-3.9962,Yams,2010,23485.7,282,3.84,28.18
18568,Mali,17.5707,-3.9962,Yams,1996,3714.3,282,26.51,27.64
18559,Mali,17.5707,-3.9962,Yams,1995,4000,282,28.73,27.25
18649,Mali,17.5707,-3.9962,Yams,2006,25000,282,11.87,27.62
18586,Mali,17.5707,-3.9962,Yams,1998,2837.6,282,22.05,28.08
18523,Mali,17.5707,-3.9962,Yams,1991,5045.5,282,54.63,27.58
18694,Mali,17.5707,-3.9962,Yams,2011,22334.4,282,3.25,27.79
18604,Mali,17.5707,-3.9962,Yams,2000,19507.6,282,17.59,27.51
18631,Mali,17.5707,-3.9962,Yams,2004,20571.2,282,8.67,28.07
18622,Mali,17.5707,-3.9962,Yams,2002,13213.2,282,13.13,28.18
18613,Mali,17.5707,-3.9962,Yams,2001,10082.2,282,15.36,27.79
18658,Mali,17.5707,-3.9962,Yams,2007,24994.1,282,7.72,27.94
18712,Mali,17.5707,-3.9962,Yams,2013,20630,282,1.52,28.53
18532,Mali,17.5707,-3.9962,Yams,1992,3710.8,282,35.42,27.2
18514,Mali,17.5707,-3.9962,Yams,1990,4509.1,282,95.7,27.61
18667,Mali,17.5707,-3.9962,Yams,2008,21298,282,9.99,27.62
18676,Mali,17.5707,-3.9962,Yams,2009,20308.2,282,4.12,27.89
18541,Mali,17.5707,-3.9962,Yams,1993,4302.3,282,33.19,27.55
18640,Mali,17.5707,-3.9962,Yams,2005,16591.7,282,14.84,28.13
18761,Mauritania,21.0079,-10.9408,Yams,1996,6304.5,92,39.09,27.93
18831,Mauritania,21.0079,-10.9408,Yams,2007,6269.8,92,9.8,27.88
18789,Mauritania,21.0079,-10.9408,Yams,2000,6268.5,92,39.09,27.66
18726,Mauritania,21.0079,-10.9408,Yams,1991,6531.5,92,39.09,27.38
18754,Mauritania,21.0079,-10.9408,Yams,1995,6307.6,92,39.09,27.7
18852,Mauritania,21.0079,-10.9408,Yams,2010,6270.6,92,67.59,28.7
18747,Mauritania,21.0079,-10.9408,Yams,1994,6250,92,39.09,27.24
18719,Mauritania,21.0079,-10.9408,Yams,1990,6392.7,92,39.09,27.67
18873,Mauritania,21.0079,-10.9408,Yams,2013,6122.4,92,26.41,28.24
18817,Mauritania,21.0079,-10.9408,Yams,2005,6273.2,92,1.1,28.14
18824,Mauritania,21.0079,-10.9408,Yams,2006,6222.2,92,1.7,27.82
18740,Mauritania,21.0079,-10.9408,Yams,1993,5675.7,92,39.09,27.37
18859,Mauritania,21.0079,-10.9408,Yams,2011,6270.3,92,13.35,27.87
18796,Mauritania,21.0079,-10.9408,Yams,2001,6266,92,39.09,28.28
18775,Mauritania,21.0079,-10.9408,Yams,1998,6274.2,92,39.09,28.52
18768,Mauritania,21.0079,-10.9408,Yams,1997,6250,92,39.09,28.28
18810,Mauritania,21.0079,-10.9408,Yams,2004,6276,92,702.5,27.81
18845,Mauritania,21.0079,-10.9408,Yams,2009,6270.5,92,4.29,27.57
18782,Mauritania,21.0079,-10.9408,Yams,1999,6271.2,92,39.09,27.23
18838,Mauritania,21.0079,-10.9408,Yams,2008,6270.3,92,17.22,28.14
18803,Mauritania,21.0079,-10.9408,Yams,2002,6263.6,92,3.2,27.84
18733,Mauritania,21.0079,-10.9408,Yams,1992,7000,92,39.09,27.52
18866,Mauritania,21.0079,-10.9408,Yams,2012,6383,92,26.41,27.77
21438,Nicaragua,12.8654,-85.2072,Yams,2006,13300.8,2280,6889.26,27.35
21374,Nicaragua,12.8654,-85.2072,Yams,1997,13280.6,2280,3207.4,27.43
21358,Nicaragua,12.8654,-85.2072,Yams,1995,13278.2,2280,876,27.2
21342,Nicaragua,12.8654,-85.2072,Yams,1993,13275.9,2280,977,27.05
21350,Nicaragua,12.8654,-85.2072,Yams,1994,13277.1,2280,799,27.26
21382,Nicaragua,12.8654,-85.2072,Yams,1998,13281.7,2280,4373.1,27.83
21414,Nicaragua,12.8654,-85.2072,Yams,2002,13286.3,2280,5715.36,27
21422,Nicaragua,12.8654,-85.2072,Yams,2004,13291.9,2280,4581.73,27.22
21486,Nicaragua,12.8654,-85.2072,Yams,2012,13333.3,2280,4413.82,26.91
21470,Nicaragua,12.8654,-85.2072,Yams,2010,13327.4,2280,12242.19,27.01
21366,Nicaragua,12.8654,-85.2072,Yams,1996,13279.4,2280,2041.7,26.76
21398,Nicaragua,12.8654,-85.2072,Yams,2000,13284,2280,3925.63,26.73
21478,Nicaragua,12.8654,-85.2072,Yams,2011,13333.3,2280,4932.05,26.94
21454,Nicaragua,12.8654,-85.2072,Yams,2008,13309.7,2280,10173.91,26.75
21406,Nicaragua,12.8654,-85.2072,Yams,2001,13285.2,2280,3603.5,26.78
21494,Nicaragua,12.8654,-85.2072,Yams,2013,13333.3,2280,4413.82,27.26
21430,Nicaragua,12.8654,-85.2072,Yams,2005,13296.4,2280,9391.92,27.2
21390,Nicaragua,12.8654,-85.2072,Yams,1999,13282.9,2280,4097.16,26.82
21446,Nicaragua,12.8654,-85.2072,Yams,2007,13305.3,2280,9850.26,27.23
21334,Nicaragua,12.8654,-85.2072,Yams,1992,13274.8,2280,575,27.16
21326,Nicaragua,12.8654,-85.2072,Yams,1991,13273.6,2280,575,27.04
21462,Nicaragua,12.8654,-85.2072,Yams,2009,13320.5,2280,9387.95,27.23
23276,Papua New Guinea,-6.3149,143.9555,Yams,2008,16526.3,3142,105,25.17
23206,Papua New Guinea,-6.3149,143.9555,Yams,1997,17509.5,3142,105,24.86
23269,Papua New Guinea,-6.3149,143.9555,Yams,2007,16756.8,3142,105,25.2
23185,Papua New Guinea,-6.3149,143.9555,Yams,1994,17479.7,3142,176,25.07
23262,Papua New Guinea,-6.3149,143.9555,Yams,2006,16500,3142,105,25.04
23283,Papua New Guinea,-6.3149,143.9555,Yams,2009,16512.8,3142,105,25.08
23297,Papua New Guinea,-6.3149,143.9555,Yams,2011,17435.9,3142,105,25.17
23227,Papua New Guinea,-6.3149,143.9555,Yams,2000,17500,3142,105,25.4
23304,Papua New Guinea,-6.3149,143.9555,Yams,2012,17250,3142,105,25.14
23311,Papua New Guinea,-6.3149,143.9555,Yams,2013,17500,3142,105,25.44
23157,Papua New Guinea,-6.3149,143.9555,Yams,1990,17355.4,3142,121,25.27
23192,Papua New Guinea,-6.3149,143.9555,Yams,1995,17493.3,3142,105,25.44
23290,Papua New Guinea,-6.3149,143.9555,Yams,2010,17105.3,3142,105,25.74
23199,Papua New Guinea,-6.3149,143.9555,Yams,1996,17500,3142,105,25.41
23248,Papua New Guinea,-6.3149,143.9555,Yams,2004,16843.3,3142,105,25.23
23171,Papua New Guinea,-6.3149,143.9555,Yams,1992,17845.5,3142,121,25.3
23234,Papua New Guinea,-6.3149,143.9555,Yams,2001,17333.3,3142,105,25.43
23241,Papua New Guinea,-6.3149,143.9555,Yams,2002,17500,3142,105,25.48
23164,Papua New Guinea,-6.3149,143.9555,Yams,1991,17623,3142,121,25.04
23220,Papua New Guinea,-6.3149,143.9555,Yams,1999,17518.7,3142,105,25.38
23213,Papua New Guinea,-6.3149,143.9555,Yams,1998,17538.5,3142,105,26.05
23255,Papua New Guinea,-6.3149,143.9555,Yams,2005,16571.4,3142,105,25.51
23178,Papua New Guinea,-6.3149,143.9555,Yams,1993,17600,3142,172,25.02
23602,Portugal,39.3999,-8.2245,Yams,1990,10481.9,854,9357,16.55
23722,Portugal,39.3999,-8.2245,Yams,2011,16720.4,854,14024.98,16.91
23704,Portugal,39.3999,-8.2245,Yams,2008,16363.6,854,17080.26,16.12
23644,Portugal,39.3999,-8.2245,Yams,1997,16725.8,854,12750,17.1
23662,Portugal,39.3999,-8.2245,Yams,2000,14969,854,15470,16.23
23656,Portugal,39.3999,-8.2245,Yams,1999,14594.1,854,15411,16.09
23686,Portugal,39.3999,-8.2245,Yams,2005,15677.1,854,16353,16.43
23674,Portugal,39.3999,-8.2245,Yams,2002,15015.4,854,17452,16.19
23692,Portugal,39.3999,-8.2245,Yams,2006,16666.7,854,15702,16.84
23626,Portugal,39.3999,-8.2245,Yams,1994,7440.3,854,9580,16.12
23716,Portugal,39.3999,-8.2245,Yams,2010,16560.5,854,13774.18,16.5
23638,Portugal,39.3999,-8.2245,Yams,1996,9096,854,12457,16.12
23632,Portugal,39.3999,-8.2245,Yams,1995,10814,854,11815,17.23
23734,Portugal,39.3999,-8.2245,Yams,2013,16949.2,854,10126.8,16.77
23728,Portugal,39.3999,-8.2245,Yams,2012,16521.7,854,12444.24,16.24
23710,Portugal,39.3999,-8.2245,Yams,2009,16368.3,854,13984.91,16.84
23614,Portugal,39.3999,-8.2245,Yams,1992,8145.5,854,6117,15.95
23698,Portugal,39.3999,-8.2245,Yams,2007,16562.5,854,16682.39,16.11
23608,Portugal,39.3999,-8.2245,Yams,1991,7702,854,9357,16.09
23668,Portugal,39.3999,-8.2245,Yams,2001,14581.9,854,15503,16.2
23620,Portugal,39.3999,-8.2245,Yams,1993,10203.5,854,8985,15.33
23680,Portugal,39.3999,-8.2245,Yams,2004,15500.6,854,16942,16.31
23650,Portugal,39.3999,-8.2245,Yams,1998,16153.8,854,14389,16.4
23986,Rwanda,-1.9403,29.8739,Yams,1994,3076.9,1212,157.8,19.55
24130,Rwanda,-1.9403,29.8739,Yams,2011,6675.7,1212,181.6,19.59
24148,Rwanda,-1.9403,29.8739,Yams,2013,15470,1212,1841.5,19.93
24139,Rwanda,-1.9403,29.8739,Yams,2012,7749.8,1212,925.52,19.79
23950,Rwanda,-1.9403,29.8739,Yams,1990,4000,1212,157,19.39
24022,Rwanda,-1.9403,29.8739,Yams,1998,3794,1212,157,19.79
24076,Rwanda,-1.9403,29.8739,Yams,2005,4782.6,1212,222.92,20.29
24031,Rwanda,-1.9403,29.8739,Yams,1999,2941.2,1212,152,19.35
24058,Rwanda,-1.9403,29.8739,Yams,2002,4000,1212,106.34,19.77
24121,Rwanda,-1.9403,29.8739,Yams,2010,7152.3,1212,953.85,20.12
24049,Rwanda,-1.9403,29.8739,Yams,2001,3684.2,1212,72,19.5
23968,Rwanda,-1.9403,29.8739,Yams,1992,5000,1212,97,19.54
24103,Rwanda,-1.9403,29.8739,Yams,2008,4581.7,1212,321.75,19.56
24013,Rwanda,-1.9403,29.8739,Yams,1997,3815.7,1212,249,19.78
23995,Rwanda,-1.9403,29.8739,Yams,1995,3622.7,1212,188.2,19.81
24040,Rwanda,-1.9403,29.8739,Yams,2000,3333.3,1212,147,19.59
24004,Rwanda,-1.9403,29.8739,Yams,1996,3815.1,1212,218.6,19.31
24085,Rwanda,-1.9403,29.8739,Yams,2006,4941.9,1212,288.72,20.02
24112,Rwanda,-1.9403,29.8739,Yams,2009,5200.1,1212,1187.6,19.84
23959,Rwanda,-1.9403,29.8739,Yams,1991,3076.9,1212,107,19.22
24094,Rwanda,-1.9403,29.8739,Yams,2007,4802,1212,398.11,19.6
24067,Rwanda,-1.9403,29.8739,Yams,2004,4545.5,1212,159.54,19.93
23977,Rwanda,-1.9403,29.8739,Yams,1993,5333.3,1212,127.4,19.53
25893,Sudan,12.8628,30.2176,Yams,2013,2105.3,1712,2469.47,30.65
25878,Sudan,12.8628,30.2176,Yams,2012,1973.7,1712,2469.47,26.42
25892,Sudan,12.8628,30.2176,Yams,2013,2105.3,1712,2469.47,26.84
25879,Sudan,12.8628,30.2176,Yams,2012,1973.7,1712,2469.47,29.96
